adult,budget,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count
False,0,39459,tt0031747,en,The Oklahoma Kid,"McCord's gang robs the stage carrying money to pay Indians for their land, and the notorious outlaw ""The Oklahoma Kid"" Jim Kincaid takes the money from McCord. McCord stakes a ""sooner"" claim on land which is to be used for a new town; in exchange for giving it up he gets control of gambling and saloons. When Kincaid's father runs for mayor, McCord incites a mob to lynch the old man whom McCord has already framed for murder.",0.894215,1939-03-11,0.0,85.0,Released,"Greater Than ""Cimarron"" - Packed with Thrills - Loaded with Action . . . As an Exciting page from American history is unfolded upon the screen !",The Oklahoma Kid,False,5.7,5.0
False,0,35689,tt1281374,en,Don McKay,Everything appears off-kilter when a man returns to his hometown after 25 years to visit his former lover.,2.212466,2009-04-24,0.0,87.0,Released,Some secrets are better left buried.,Don McKay,False,5.4,21.0
False,0,166375,tt1519402,en,Taqwacore: The Birth of Punk Islam,"The word Taqwacore is a combination of hardcore, a genre of punk music, and taqwa, an Arabic word that translates as ""piety"" or ""god-fearing."" The first to use the term was writer, journalist, and Muslim convert Michael Muhammad Knight. His novel The Taqwacores, about a group of young Islamic punk rockers, received a storm of recognition among young American Muslims and prompted the formation of various Muslim punk bands. Written by International Documentary Film Festival Amsterdam",0.068498,2009-11-03,0.0,80.0,Released,,Taqwacore: The Birth of Punk Islam,False,6.0,1.0
False,0,34784,tt0903622,en,Grim Reaper,"he stripper Rachel is hit by a cab but survives in the emergency room of a hospital. However, she sees Death chasing her, but she does not succeed in convincing the nurses. She is drugged and wakes up in St. Joseph, a mental hospital administrated by Dr. Brown. She finds five other inmates that had a near death experience and also claim that Death is coming for them, but Dr. Brown tells them that",0.275394,2007-01-16,0.0,82.0,Released,,Grim Reaper,False,2.0,1.0
False,580000,52903,tt1583323,fi,Miesten vuoro,"Finnish men in sauna, speaking straight from the heart.",0.982331,2010-03-26,0.0,80.0,Released,,Steam of Life,False,6.9,11.0
False,0,8980,tt0314121,es,La Gran aventura de Mortadelo y Filemón,"In the Headquarters of the T.I.A. (Terminal Intelligence Agency), someone has stolen Professor Bacterio's most dangerous invention, the D.O.T. (Demoralizer of Troops), an artifact that ends up in the hands of a very short, wacky dictator who is ready to use it for criminal purposes. The T.I.A Chief, though, is firm in his resolve: if he wants to get the D.O.T. back, he must NOT count on his agents Mortadelo &amp; Filemon. But when the crime fighting duo discover that the T.I.A. has engaged a cocky and slimy detective from outside the agency, they decide to act at their own risk, even if that risk involves all of Humanity.",2.415286,2003-02-07,0.0,88.0,Released,,Mortadelo & Filemon: The Big Adventure,False,5.4,27.0
False,15000000,11801,tt0783767,en,Angel,"Edwardian England. A precocious girl from a poor background with aspirations to being a novelist finds herself swept to fame and fortune when her tasteless romances hit the best seller lists. Her life changes in unexpected ways when she encounters an aristocratic brother and sister, both of whom have cultural ambitions, and both of whom fall in love with her.",3.599876,2007-02-17,0.0,134.0,Released,A dreary city tenement provides backdrop to this tale of exclusion and the magic it takes to become accepted,Angel,False,5.3,45.0
False,0,25572,tt1033467,en,American Drug War: The Last White Hope,Texas filmmaker Kevin Booth delves into a world of deceit and corruption controlled by a drug dealing government who's only allegiance is to its corporate masters.,0.770685,2007-01-01,0.0,118.0,Released,,American Drug War: The Last White Hope,False,5.8,7.0
False,0,34583,tt1390535,en,The Final,A group of high school outcasts get revenge on the students that torment them.,4.010976,2010-01-28,0.0,93.0,Released,This lesson can't be learned in the classroom.,The Final,False,5.6,80.0
False,0,11761,tt1188113,en,Peacock,"A man with a split personality fools his small town into believing his two alter egos are man and wife, although a struggling young mother holds the key to his past and sparks a battle between the personalities.",6.013545,2010-04-20,0.0,90.0,Released,,Peacock,False,5.9,65.0
False,0,22943,tt0004707,en,Tillie's Punctured Romance,"Chaplin plays a womanizing city man who meets Tillie (Dressler) in the country after a fight with his girlfriend (Normand). When he sees that Tillie's father has a very large bankroll for his workers, he persuades her to elope with him. In the city, he meets the woman he was seeing already, and tries to work around the complication to steal Tillie's money.",0.621999,1914-11-14,0.0,82.0,Released,The WORLD'S OUTSTANDING COMEDIANS IN THE FUNNIEST COMEDY OF ALL TIME,Tillie's Punctured Romance,False,6.6,14.0
False,10000000,27586,tt1017451,en,The Runaways,"Joan Jett and Cherie Currie, two rebellious teenagers from Southern California, become the frontwomen for the Runaways -- the now-legendary group that paved the way for future generations of female rockers. Under the Svengalilike influence of impresario Kim Fowley, the band becomes a huge success.",19.42051,2010-03-19,2995811.0,106.0,Released,It's 1975 and they're about to explode.,The Runaways,False,6.3,262.0
False,0,15323,tt1422758,en,Steal This Film II,"These are strange times indeed. While they continue to command so much attention in the mainstream media, the 'battles' between old and new modes of distribution, between the pirate and the institution of copyright, seem to many of us already lost and won. We know who the victors are. Why then say any more?",0.438766,2007-12-28,0.0,44.0,Released,,Steal This Film II,False,6.3,6.0
False,0,1568,tt0218871,fr,Carne,A butcher in Paris takes revenge after suspected his daughter has been attacked.,1.607398,1991-05-01,0.0,38.0,Released,,Carne,False,7.0,31.0
False,0,48688,tt0064828,it,Porcile,"Two dramatic stories. In an undetermined past, a young cannibal (who killed his own father) is condemned to be torn to pieces by some wild beasts. In the second story, Julian, the young son of a post-war German industrialist, is on the way to lie down with his farm's pigs, because he doesn't like human relationships.",1.578564,1969-09-28,0.0,99.0,Released,"I killed my father, I ate human flesh, and I quiver with joy.",Pigsty,False,7.4,24.0
False,0,33226,tt1303889,en,Rembrandt's J'Accuse...!,"J'accuse is an 'essay-istic' documentary in which Greenaway's fierce criticism of today's visual illiteracy is argued by means of a forensic search of Rembrandt's Nightwatch. Greenaway explains the background, the context, the conspiracy, the murder and the motives of all its 34 painted characters who have conspired to kill for their combined self-advantage. Greenaway leads us through Rembrandt's paintings into 17th century Amsterdam. He paints a world that is democratic in principle, but is almost entirely ruled by twelve families. The notion exists of these regents as charitable and compassionate beings. However, reality was different.",0.58526,2008-10-04,0.0,86.0,Released,,Rembrandt's J'Accuse...!,False,8.5,4.0
False,0,96010,tt0799991,ro,Cum mi-am petrecut sfârșitul lumii,"Bucharest 1989 - the last year of Ceausecu's dictatorship. Eva lives with her parents and her 7 year old brother, Lalalilu. One day at school, Eva and her boyfriend accidentally break a bust of Ceausescu. They are forced to confess their crime before a disciplinary committee and Eva is expelled from school and transferred to a reformatory establishment. There she meets Andrei, and decides to escape Romania with him. Lalalilu becomes convinced that Ceausescu is the main reason for Eva's decision to leave. So with his friends from school he devises a plan to kill the dictator.",1.459135,2006-09-15,0.0,106.0,Released,,The Way I Spent the End of the World,False,5.8,9.0
False,0,27179,tt0051786,en,It! The Terror from Beyond Space,"In 1973, the first manned expedition to Mars is marooned; by the time a rescue mission arrives, there is only one survivor: the leader, Col. Edward Carruthers, who appears to have murdered the others! According to Carruthers, an unknown life form killed his comrades during a sandstorm. But the skeptical rescuers little suspect that ""it"" has stowed away for the voyage back to Earth...",1.618275,1958-07-31,0.0,69.0,Released,The revelation shocker of things to come!,It! The Terror from Beyond Space,False,6.2,27.0
False,0,11303,tt0236638,fr,Promenons-nous dans les bois,"A group of artists, composed of the young actors Wilfried and Matthieu and the actresses Sophie, Mathilde and the dumb Jeanne, is hired by a millionaire, Axel de Fersen, to present a performance of Little Red Riding Hood in his isolated castle to celebrate the birthday of his grandson. Meanwhile, the police advises that a serial killer is raping and killing young women in the woods around that area. During the night, the group feels trapped and threatened in the castle, guessing who is and where might be the killer.",3.037224,2000-06-13,0.0,90.0,Released,,Deep in the Woods,False,3.3,10.0
False,0,18426,tt0468704,ko,데이지,"An elite Interpol agent Jeong-woo and a ruthless hitman Park-yi, both stationed in Amsterdam and are in love with the same young woman, Hye-young. Hye-Young is a simple sidewalk artist, with dreams of one day holding a real exhibition in a real gallery. Her pure love will draw these deadly men into a spectacular showdown in the process, revealing Hye-Young¡¯s hidden past.",1.885187,2006-03-09,0.0,110.0,Released,,Daisy,False,7.0,31.0
False,16000000,19939,tt1267160,zh,海角七號,"Aga, a band singer, returns to Hengchun with frustration. Tomoko is a Japanese model assigned to organize a local warm-up band for the Japanese super star beach concert. Together with other five ordinary Hengchun residents who were not expected to be great or anything, they formed an impossible band.",1.461326,2008-08-22,0.0,129.0,Released,,Cape No. 7,False,6.5,15.0
False,0,36916,tt0038182,ja,Tora no o wo fumu otokotachi,"Yoshitsune Minamoto, disguised with his retinue as monks, must make do with a comical porter as their guide through hostile territory en route to safety.",2.137943,1945-12-28,0.0,60.0,Released,,The Men Who Tread on the Tiger's Tail,False,6.4,24.0
False,0,145902,tt0372359,en,Juoksuhaudantie,"Simply put, this is a movie about the identity crisis of a modern man.",0.044653,2004-11-26,0.0,111.0,Released,,Trench Road,False,7.0,1.0
False,0,79924,tt1059817,en,Oh Happy Day,"Jonathan and David meet at a black tie dinner and end up spending the night together at Jonathan's London flat. The challenges begin when Jonathan's nine–year–old daughter bounds into the bedroom very early the next morning. However, the stakes heighten when Jonathan discovers that David is his ""new client"" at the marketing firm where he is employed. Fraternizing with clients on the opposite side of the conference table is strictly prohibited by the firm, and Jonathan quickly nips things in the bud. As time progresses, love conquers all obstacles. Working against them are their different races, different countries of origin and homophobia. Oh Happy Day is that special film that brings out the true romantic hiding inside us all.",0.178514,2007-01-01,0.0,100.0,Released,,Oh Happy Day,False,3.7,3.0
False,0,116983,tt0960066,en,The Black Waters of Echo's Pond,"Nine friends take a holiday at a Victorian home on a private island and uncover a game that when played brings out the worst in each of them. Jealously, greed, hatred, lust, all of the things they keep buried deep inside themselves rise to the surface and come to a boil.",0.845713,2009-01-01,0.0,0.0,Released,Where your deepest secrets are revealed.,The Black Waters of Echo's Pond,False,5.1,13.0
False,0,17988,tt0036947,ja,一番美しく,"The stories of several young women who work in a 'precision optical instruments' factory during the second World War. Despite illness, injury, and tremendous personal hardship, the women persevere in their tasks, devoted to their work and their country's cause.",1.216724,1944-04-13,0.0,85.0,Released,,The Most Beautiful,False,5.3,7.0
False,5500000,26178,tt0087981,en,Razorback,In the Australian outback a vicious wild boar kills and causes havoc to a small community.,1.822979,1984-04-19,801000.0,95.0,Released,It's waiting outside and it can sense your fear. No nightmare will prepare you for it!,Razorback,False,5.6,33.0
False,0,19587,tt0783515,en,The Education of Charlie Banks,College student Charlie Banks has to face old problems when the bully he had an unpleasant encounter with back in high school shows up on his campus.,2.340454,2007-01-01,0.0,100.0,Released,,The Education of Charlie Banks,False,6.0,25.0
False,0,68987,tt1479676,it,Cooking With Stella,A woman cooks for clients and tries to keep her thefts of food and money from being discovered.,0.466178,2010-03-19,0.0,0.0,Released,,Cooking With Stella,False,6.0,2.0
False,0,36124,tt1014809,en,Until the Light Takes Us,"Chronicles the history, ideology and aesthetic of Norwegian black metal - a musical subculture infamous as much for a series of murders and church arsons as it is for its unique musical and visual aesthetics. This is the first (and only) film to truly shed light on a movement that has heretofore been shrouded in darkness and rumor and obscured by inaccurate and shallow depictions. Featuring exclusive interviews and verité with the musicians, a wealth of rare, seldom seen footage from the ""Inner Circle's earliest days, Until the Light Takes Us explores every aspect of the controversial movement that has captured the attention of the world. This is the movie that gets inside the minds and hearts of black metal's musicians.",1.580266,2008-01-01,0.0,93.0,Released,,Until the Light Takes Us,False,6.6,20.0
False,0,20781,tt1269734,en,Angel of Death,"In the tradition of Grindhouse, Kill Bill and Sin City, award-winning comic book writer Ed Brubaker (Incognito, The Death of Captain America, Daredevil) teams up with stuntwoman-turned-cult star Zoe Bell (Death Proof, TV's ""Lost"") to deliver a stark, stylish pulp thriller about a very bad girl gone ""good.""",1.938244,2009-07-07,0.0,77.0,Released,People die... Get over it.,Angel of Death,False,5.1,19.0
False,4,22649,tt0022879,en,A Farewell to Arms,"British nurse Catherine Barkley (Helen Hayes) and American Lieutenant Frederic Henry (Gary Cooper) fall in love during the First World War in Italy. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each, as the war rages on. Academy Awards winner for Best Cinematography and for Best Sound, Recording. Nominated for Best Picture and for Best Art Direction.",2.411191,1932-12-08,25.0,89.0,Released,Every woman who has loved will understand,A Farewell to Arms,False,6.2,29.0
False,0,31561,tt0038390,en,Caesar and Cleopatra,The aging Caesar finds himself intrigued by the young Egyptian queen. Adapted by George Bernard Shaw from his own play.,1.057669,1945-12-11,0.0,138.0,Released,The most lavish picture ever on the screen!,Caesar and Cleopatra,False,6.6,13.0
False,2500000,1912,tt0810868,de,Free Rainer - Dein Fernseher lügt,"Frustrated, because he is forced to produce bad TV-shows, a manager of a TV-station, enters the station and manipulates the ratings, to initiate a TV-revolution.",2.529219,2007-09-11,0.0,129.0,Released,,Reclaim Your Brain,False,6.9,30.0
False,0,35002,tt0066561,en,When Dinosaurs Ruled the Earth,"Hammer Film’s follow-up to the successful One Million Years B.C. is set in an ancient past when humans and dinosaurs co-exist.  Athletic cavewomen and hairy men wander around, grunting, sweating and occasionally sacrificing evil blonde babes to the sun in return for protection from stop-motion beasts. The fun-loving, energetic Sanna (Victoria Vetri), one of the sacrificial offerings, manages to escape during a ritual and joins another tribe where she says ‘necro’ a lot and falls in love with a surprisingly hairless guy.",2.600011,1970-10-25,0.0,96.0,Released,"Enter an age of unknown terrors, pagan worship and virgin sacrifice...",When Dinosaurs Ruled the Earth,False,5.1,18.0
False,0,47813,tt1159961,en,Waking Sleeping Beauty,"By the mid-1980s, the fabled animation studios of Walt Disney had fallen on hard times. The artists were polarized between newcomers hungry to innovate and old timers not yet ready to relinquish control. These conditions produced a series of box-office flops and pessimistic forecasts: maybe the best days of animation were over. Maybe the public didn't care. Only a miracle or a magic spell could produce a happy ending. Waking Sleeping Beauty is no fairy tale. It's the true story of how Disney regained its magic with a staggering output of hits - ""Little Mermaid,"" ""Beauty and the Beast ,"" ""Aladdin,"" ""The Lion King,"" and more - over a 10-year period.",0.908184,2009-09-05,80.0,86.0,Released,From 1984 to 1994 a perfect storm of people and circumstances changed the face of animation forever.,Waking Sleeping Beauty,False,7.4,22.0
False,0,14766,tt1116182,en,Affinity,"A grieving upper class woman becomes a ""Lady Visitor"" at Millbank prison, hoping to escape her troubles and be a guiding figure in the lives of the female prisoners. Of all her friendships with prisoners, she is most fascinated by Selina - a medium. Set in the 1870s.",1.648107,2008-12-28,0.0,120.0,Released,,Affinity,False,6.3,6.0
False,0,36731,tt0055382,en,The Roman Spring of Mrs. Stone,"Critics and the public say Karen Stone is too old -- as she approaches 50 -- for her role in a play she is about to take to Broadway. Her businessman husband, 20 years her senior, has been the angel for the play and gives her a way out: They are off to a holiday in Rome for his health. He suffers a fatal heart attack on the plane. Mrs. Stone stays in Rome. She leases a magnificent apartment with a view of the seven hills from the terrace. Then the contessa comes calling to introduce a young man named Paola to her. The contessa knows many presentable young men and lonely American widows.",0.943604,1961-12-28,0.0,103.0,Released,The story of an American woman and her abandonment in Rome.,The Roman Spring of Mrs. Stone,False,7.4,4.0
False,0,141714,tt0884762,en,Wild China,"Wild China is a six-part nature documentary series on the natural history of China, co-produced by the BBC Natural History Unit and China Central Television and filmed entirely in high-definition.",0.674662,2008-01-01,0.0,300.0,Released,,Wild China,False,7.1,11.0
False,0,19401,tt1153037,en,The Case for Christ,"Based upon the Gold-Medallion award-winning best-seller, The Case for Christ documents Lee Strobel's journey from atheism to faith through his two-year investigation of the Bible and the life of Jesus Christ.",0.090474,2007-01-01,0.0,71.0,Released,,The Case for Christ,False,3.0,1.0
False,0,31869,tt1358383,en,The Ascent of Money,"British historian and author Niall Ferguson explains how big money works today as well as the causes of and solutions to economic catastrophes in this extended version The Ascent of Money documentary. Through interviews with top experts, such as former Federal Reserve Chairman Paul Volcker and American currency speculator George Soros, the intricate world of finance, including global commerce, banking and lending, is examined thoroughly.",0.458794,2009-01-01,0.0,0.0,Released,,The Ascent of Money,False,6.1,4.0
False,0,26186,tt0063094,en,Hot Millions,"A con-artist (Peter Ustinov) gains employment at an insurance company in order to embezzle money by re-programming their ""new"" wonder computer.",3.359214,1968-09-19,0.0,106.0,Released,,Hot Millions,False,5.9,7.0
False,0,55236,tt0034646,en,Desperate Journey,"When Flight Lt Forbes and his crew are shot down after bombing their target, they discover valuable information, about a hidden German aircraft factory, that must get back to England. In their way across Germany, they try and cause as much damage as possible. Then with the chasing Germans about to pounce, they come up with an ingenious plan to escape.",1.204787,1942-09-25,0.0,107.0,Released,"Man alive, Just picture this excitement!",Desperate Journey,False,7.0,2.0
False,21000000,34803,tt1321509,en,Death at a Funeral,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancé, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",10.863441,2010-04-15,49050886.0,92.0,Released,This is one sad family.,Death at a Funeral,False,5.5,248.0
False,5641880,37861,tt0862467,fr,Valhalla Rising,"1000 AD, for years, One Eye, a mute warrior of supernatural strength, has been held prisoner by the Norse chieftain Barde. Aided by Are, a boy slave, One Eye slays his captor and together he and Are escape, beginning a journey into the heart of darkness. On their flight, One Eye and Are board a Viking vessel, but the ship is soon engulfed by an endless fog that clears only as the crew sights an unknown land. As the new world reveals its secrets and the Vikings confront their terrible and bloody fate, One Eye discovers his true self.",8.651468,2009-09-04,30638.0,93.0,Released,,Valhalla Rising,False,5.9,323.0
False,0,47808,tt0086232,en,Sahara,"After her father dies, young Dale takes his place in a trans-African auto race, but ends up being abducted by a desert sheik.",1.634923,1983-12-01,0.0,111.0,Released,"She challenged the desert, its men, their passions and ignited a bold adventure.",Sahara,False,6.0,6.0
False,15000000,33217,tt1196141,en,Diary of a Wimpy Kid,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",12.139919,2010-03-19,75700498.0,92.0,Released,"It's not a diary, it's a movie.",Diary of a Wimpy Kid,False,5.9,369.0
False,0,29989,tt0964586,en,Skin,Based on the true story of a black girl who was born to two white Afrikaner parents in South Africa during the apartheid era.,1.858361,2009-07-24,0.0,107.0,Released,,Skin,False,6.8,13.0
False,0,90634,tt0222024,hi,Hum Tumhare Hain Sanam,"Radha and Suraj have been friends since childhood. Gopal has been in love with Radha ever since they spent a few years together as kids. Years later, Gopal's guardian proposes to Radha a marriage with Gopal, and she accepts.",0.761757,2002-05-24,0.0,174.0,Released,,Hum Tumhare Hain Sanam,False,4.8,13.0
False,0,26380,tt0033987,en,Out of the Fog,"A racketeer terrorizes a small fishing community until he falls in love with a fisherman""s daughter.",1.096974,1941-06-14,0.0,85.0,Released,,Out of the Fog,False,5.7,10.0
False,0,43326,tt0048705,en,The Tender Trap,"Charlie Reader is a successful theater agent. He is also successful with young ladies. One day he is visited by his old friend Joe, married with three children. Joe falls in love with Charlie's girl Sylvia while Charlie spends his time with young actress Julie. Written by Mattias Thuresson",0.740862,1955-11-04,0.0,111.0,Released,TENDER TRAP: What every girl sets for every man,The Tender Trap,False,6.1,10.0
False,0,44747,tt0045589,en,The Caddy,"The origin of Anthony and Miller, a wildly successful comedy team, can be traced back several years to Harvey Miller's stage fright on the golf links. Although the son of a skilled golfer and an outstanding player in his one right, Miller is too nervous to golf in front of a gallery. He becomes coach and caddy for Joe Anthony, his girlfriend's brother, who must convince his fisherman father that hitting a little ball into a hole can be more lucrative than trawling the Pacific Ocean. While on the PGA tour, their natural comedic abilities are recognized by a shrewd agent who senses their talent and potential, and a new comedy team is born.",0.969886,1953-08-10,0.0,95.0,Released,"It's a screamer right down the fairway, FOOOOORE!!!!!!",The Caddy,False,5.7,10.0
False,0,102419,tt0036929,en,Hotel Reserve,"A hunt for a spy, in an hotel in the South of France just before World War Two.",0.955925,1944-06-01,0.0,79.0,Released,,Hotel Reserve,False,6.3,3.0
False,0,228444,tt0043629,en,Hell Is Sold Out,A supposedly dead writer suddenly turns up to confront the young woman who is using his penname.,0.063133,1951-06-01,0.0,85.0,Released,,Hell Is Sold Out,False,6.0,1.0
False,200000,36443,tt1039647,en,The Union: The Business Behind Getting High,"Filmmaker Adam Scorgie explores the illegal marijuana industry in British Columbia, revealing how the international business is most likely more profitable than it would be if it was lawful in this enlightening documentary. Marijuana growers, law enforcement officials, physicians, politicians, criminologists, economists and celebrities—including comedian Tommy Chong—shed light on this topical subject in a series of compelling interviews.",2.058076,2007-05-08,0.0,104.0,Released,,The Union: The Business Behind Getting High,False,7.2,26.0
False,0,4461,tt0043459,en,Decision Before Dawn,"WWII is entering its last phase: Germany is in ruins, but does not yield. The US army lacks crucial knowledge about the German units operating on the opposite side of the Rhine, and decides to send two German prisoners to gather information. The scheme is risky: the Gestapo retains a terribly efficient network to identify and capture spies and deserters. Moreover, it is not clear that ""Tiger"", who does not mind any dirty work as long as the price is right, and war-weary ""Happy"", who might be easily betrayed by his feelings, are dependable agents. After Tiger and another American agent are successfully infiltrated, Happy is parachuted in Bavaria. His duty: find out the whereabouts of a powerful German armored unit moving towards the western front.",1.030026,1951-12-21,0.0,119.0,Released,A woman's kiss . . . A lighted cigarette - Each had Its meaning! An exciting and realistic story of war . . . of German Prisoners Sent Back Behind Their Own Lines as Agents of the Allies!,Decision Before Dawn,False,5.6,12.0
False,0,41110,tt1226236,it,Io sono l'amore,"Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.",6.309187,2009-09-05,0.0,120.0,Released,,I Am Love,False,6.9,75.0
False,0,31687,tt1520496,en,Circle of Eight,"Jessica moves into a loft on the eighth floor of a Los Angeles apartment building called The Dante. The other tenants all seem friendly at first, but when she starts witnessing horrible deaths, she must team up with her neighbor Evan (Doom) to solve the mystery -- and uncover her own connection to the place.",2.285697,2009-10-27,0.0,84.0,Released,,Circle of Eight,False,3.6,21.0
False,0,20497,tt1083845,en,Ballet Shoes,"An unusual explorer named Gum and his kindly niece adopt three orphans -- Pauline, Petrova and Posy -- and raise them as sisters in 1930s London. But the girls must fend for themselves when Gum doesn't return from one of his adventures. Together, they nurture their passions for acting, aviation and ballet in this charming TV adaptation of Noel Streatfield's novel.",5.828623,2008-08-26,0.0,85.0,Released,Dreams do come true.,Ballet Shoes,False,6.3,103.0
False,0,12411,tt0445953,en,Disgrace,"Disgrace is the story of a South African professor of English who loses everything: his reputation, his job, his peace of mind, his good looks, his dreams of artistic success, and finally even his ability to protect his cherished daughter. After having an affair with a student, he moves to the Eastern Cape, where he gets caught up in a mess of post-apartheid politics.",8.32971,2008-09-06,0.0,120.0,Released,,Disgrace,False,6.0,25.0
False,0,86097,tt1241707,en,For the Love of Movies: The Story of American Film Criticism,The story of American film criticism.,0.348386,2009-03-01,0.0,80.0,Released,,For the Love of Movies: The Story of American Film Criticism,False,5.0,1.0
False,0,25832,tt0092580,en,Aria,"Ten short pieces directed by ten different directors, including Ken Russell, Jean-Luc Godard, Robert Altman, Bruce Beresford, and Nicolas Roeg. Each short uses an aria as soundtrack/sound (Vivaldi, Bach, Wagner), and is an interpretation of the particular aria.",2.267249,1987-05-27,0.0,90.0,Released,Ten great directors. One unforgettable film. The most sensual experience you'll ever have in a movie theater.,Aria,False,6.2,11.0
False,0,25338,tt0078269,en,The Silent Partner,"Miles Cullen is a bored teller at a bank in a Toronto mall who accidentally learns that his place of business is about to be robbed. Instead of informing his bosses or contacting the police, Miles cleverly devises a way of keeping the cash.",2.745838,1978-09-07,0.0,106.0,Released,It's not about the money. It's about revenge.,The Silent Partner,False,6.9,23.0
False,0,20478,tt0790721,en,Normal Adolescent Behavior,"High school student Wendy has an odd relationship with her five friends: They're openly sexual with each other, swapping partners every week. But this is all thrown into turmoil when she meets Sean, a new student in school who has a crush on her. Wendy wants to be with Sean, but doesn't want to disappoint her friends, whom she has known since grade school. When she does decide to leave them, her best friend, Billie, threatens revenge.",1.173129,2007-04-27,0.0,93.0,Released,no secrets. no inhibitions. no apologies.,Normal Adolescent Behavior,False,4.9,7.0
False,0,17960,tt0430224,fr,L'Enfer,Three sisters share a connection to a violent incident from their childhood reunite to for the chance to come to terms with their past.,2.142094,2005-11-30,0.0,98.0,Released,,Hell,False,6.3,10.0
False,0,33427,tt1587414,en,LEGO: The Adventures of Clutch Powers,"Meet Clutch Powers, the best builder and explorer in the LEGO universe as he heads off on his most dangerous mission yet. Join Clutch and his team of experts as their adventure leads them from City to the Space Police prison planet to the medieval world of Ashlar where they must help the rightful heir to the King’s throne find the courage to regain the kingdom from the evil wizard Malign.",1.605238,2010-01-01,0.0,81.0,Released,,LEGO: The Adventures of Clutch Powers,False,5.1,22.0
False,4000000,23568,tt1318044,en,American Virgin,"A Freshman College Girl on a scholarship from an abstinence group that advocates saving sex until marriage discovers that her antics on a night of debauchery, when she reluctantly got drunk for the first time in her life, were captured on camera by a sleazy video producer. Now she and her friends must travel across country to recover the incriminating footage.",3.102284,2009-10-03,0.0,82.0,Released,,American Virgin,False,4.6,37.0
False,0,38810,tt1379182,el,Κυνόδοντας,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",17.713581,2009-06-01,110197.0,94.0,Released,The cat is the most feared animal there is!,Dogtooth,False,6.9,346.0
False,0,12408,tt0791303,en,Genova,"A man moves his two daughters to Italy after their mother dies in a car accident, in order to revitalize their lives. Genoa changes all three of them as the youngest daughter starts to see the ghost of her mother, while the older one discovers her sexuality.",2.074352,2008-01-01,0.0,94.0,Released,,Genova,False,5.4,23.0
False,12000000,21345,tt1124052,zh,南京!南京!,"City of Life and Death takes place in 1937, during the height of the Second Sino-Japanese War. The Imperial Japanese Army has just captured the then-capital of the Republic of China, Nanjing. What followed was known as the Nanking Massacre, or the Rape of Nanking, a period of several weeks wherein tens of thousands of Chinese soldiers and civilians were killed.",7.216103,2009-04-22,10652498.0,132.0,Released,,City of Life and Death,False,7.6,55.0
False,425000,40168,tt0096046,en,Scarecrows,"Five men heist the Camp Pendleton payroll and kidnap a pilot and his daughter, who are forced to fly them to Mexico. Enroute a double cross has one of the thieves parachute with the loot into an abandoned graveyard surrounded by strange scarecrows. The rest of the team jump after their loot and their former partner. Everything happens during the course of one very dark night.",2.227278,1988-09-28,0.0,83.0,Released,Trespassers will be violated,Scarecrows,False,5.4,37.0
False,0,44132,tt0072752,fr,La Bête,"The head of a failing French family thinks that fate has smiled down on him when the daughter of a wealthy man agrees to be married to his son. The daughter and her aunt then travel out to the French countryside to meet with the family, unaware that a mysterious 'beast' is stalking the vicinity.",4.080387,1975-08-20,0.0,93.0,Released,,The Beast,False,5.8,44.0
False,0,37857,tt0119004,en,Don's Plum,A group of Los Angeles teenagers meet every day at their local diner hangout to discus their latest misadventures with their miserable lives,5.339888,2001-02-10,6297.0,89.0,Released,,Don's Plum,False,6.3,18.0
False,0,33784,tt1105281,en,Huset vid vägens ände,"Four college students majoring in art have rented a remote summerhouse for the weekend to get some peace and quiet while working on their latest projects. Their stay quickly becomes increasingly unpleasant however as they start having strange visions. Is the house haunted or are their minds just playing tricks on them? Well, they're just about to find out.",0.054755,2003-01-29,0.0,73.0,Released,,Huset vid vägens ände,False,6.0,1.0
